pre,post,mask,pseudo_class,score,raw_diff,edge_change,ssim_change,area
tiles\images\EARTHQUAKE-TURKEY_000878_pre.png,tiles\images\EARTHQUAKE-TURKEY_000878_post.png,tiles\labels\EARTHQUAKE-TURKEY_000878_masks.png,0,0.6743412632798725,0.209361657500267,0.0725573301315307,0.7339097654102116,452
tiles\images\EARTHQUAKE-TURKEY_014272_pre.png,tiles\images\EARTHQUAKE-TURKEY_014272_post.png,tiles\labels\EARTHQUAKE-TURKEY_014272_masks.png,1,0.7548902897117954,0.2376946806907653,0.0685035660862922,0.8837278960041313,29291
tiles\images\EARTHQUAKE-TURKEY_008498_pre.png,tiles\images\EARTHQUAKE-TURKEY_008498_post.png,tiles\labels\EARTHQUAKE-TURKEY_008498_masks.png,0,0.1897369016996613,0.0,0.0,0.9486845084983064,0
tiles\images\EARTHQUAKE-TURKEY_003930_pre.png,tiles\images\EARTHQUAKE-TURKEY_003930_post.png,tiles\labels\EARTHQUAKE-TURKEY_003930_masks.png,0,0.5149968503404823,0.1330172419548034,0.0601725205779075,0.7935179278200697,12361
tiles\images\EARTHQUAKE-TURKEY_007262_pre.png,tiles\images\EARTHQUAKE-TURKEY_007262_post.png,tiles\labels\EARTHQUAKE-TURKEY_007262_masks.png,1,0.7829887070914328,0.2508212029933929,0.0712967291474342,0.8802180668514072,75767
tiles\images\EARTHQUAKE-TURKEY_011336_pre.png,tiles\images\EARTHQUAKE-TURKEY_011336_post.png,tiles\labels\EARTHQUAKE-TURKEY_011336_masks.png,1,0.7841765164042902,0.2496242970228195,0.0655738040804863,0.9328360811896088,92131
tiles\images\EARTHQUAKE-TURKEY_005459_pre.png,tiles\images\EARTHQUAKE-TURKEY_005459_post.png,tiles\labels\EARTHQUAKE-TURKEY_005459_masks.png,1,0.7873009624731047,0.2780273854732513,0.0698418840765953,0.9126906817910584,36340
tiles\images\EARTHQUAKE-TURKEY_014675_pre.png,tiles\images\EARTHQUAKE-TURKEY_014675_post.png,tiles\labels\EARTHQUAKE-TURKEY_014675_masks.png,0,0.596014159245011,0.1781015396118164,0.051115658134222,0.8156879641002255,1592
tiles\images\EARTHQUAKE-TURKEY_015254_pre.png,tiles\images\EARTHQUAKE-TURKEY_015254_post.png,tiles\labels\EARTHQUAKE-TURKEY_015254_masks.png,0,0.6244612370342287,0.1856146901845932,0.0611242540180683,0.8077273781896992,4428
tiles\images\EARTHQUAKE-TURKEY_009038_pre.png,tiles\images\EARTHQUAKE-TURKEY_009038_post.png,tiles\labels\EARTHQUAKE-TURKEY_009038_masks.png,0,0.195189963927592,0.0,0.0,0.9759498196379602,0
tiles\images\EARTHQUAKE-TURKEY_005264_pre.png,tiles\images\EARTHQUAKE-TURKEY_005264_post.png,tiles\labels\EARTHQUAKE-TURKEY_005264_masks.png,1,0.7907702049371927,0.291577935218811,0.0781326666474342,0.8678560248302071,34549
tiles\images\EARTHQUAKE-TURKEY_016737_pre.png,tiles\images\EARTHQUAKE-TURKEY_016737_post.png,tiles\labels\EARTHQUAKE-TURKEY_016737_masks.png,1,0.7649991596762196,0.2372045665979385,0.0719040855765342,0.9136694905777052,54410
tiles\images\EARTHQUAKE-TURKEY_004524_pre.png,tiles\images\EARTHQUAKE-TURKEY_004524_post.png,tiles\labels\EARTHQUAKE-TURKEY_004524_masks.png,0,0.705413781637344,0.2256902754306793,0.07245484739542,0.7267547984142764,611
tiles\images\EARTHQUAKE-TURKEY_012323_pre.png,tiles\images\EARTHQUAKE-TURKEY_012323_post.png,tiles\labels\EARTHQUAKE-TURKEY_012323_masks.png,0,0.6090376299180442,0.175119936466217,0.0634563937783241,0.81806583159062,3813
tiles\images\EARTHQUAKE-TURKEY_007483_pre.png,tiles\images\EARTHQUAKE-TURKEY_007483_post.png,tiles\labels\EARTHQUAKE-TURKEY_007483_masks.png,0,0.1479348070882769,0.0,0.0,0.7396740354413844,0
tiles\images\EARTHQUAKE-TURKEY_001417_pre.png,tiles\images\EARTHQUAKE-TURKEY_001417_post.png,tiles\labels\EARTHQUAKE-TURKEY_001417_masks.png,0,0.6663342308658335,0.1965123116970062,0.0717057660222053,0.8287547921925655,36223
tiles\images\EARTHQUAKE-TURKEY_004591_pre.png,tiles\images\EARTHQUAKE-TURKEY_004591_post.png,tiles\labels\EARTHQUAKE-TURKEY_004591_masks.png,0,0.5273980010525435,0.1501794308423996,0.0666967183351516,0.6349703093250841,4745
tiles\images\EARTHQUAKE-TURKEY_008873_pre.png,tiles\images\EARTHQUAKE-TURKEY_008873_post.png,tiles\labels\EARTHQUAKE-TURKEY_008873_masks.png,1,0.7642103974466014,0.2223624587059021,0.0862953588366508,0.9502122088991044,1199
tiles\images\EARTHQUAKE-TURKEY_009697_pre.png,tiles\images\EARTHQUAKE-TURKEY_009697_post.png,tiles\labels\EARTHQUAKE-TURKEY_009697_masks.png,0,0.6198175116755985,0.1941286772489547,0.050548430532217,0.7786875568968172,57916
tiles\images\EARTHQUAKE-TURKEY_014647_pre.png,tiles\images\EARTHQUAKE-TURKEY_014647_post.png,tiles\labels\EARTHQUAKE-TURKEY_014647_masks.png,0,0.1258664556740053,0.0,0.0,0.6293322783700266,0
tiles\images\EARTHQUAKE-TURKEY_018159_pre.png,tiles\images\EARTHQUAKE-TURKEY_018159_post.png,tiles\labels\EARTHQUAKE-TURKEY_018159_masks.png,0,0.5570592642508567,0.1627433151006698,0.0483415201306343,0.7953017692678277,70948
tiles\images\EARTHQUAKE-TURKEY_007882_pre.png,tiles\images\EARTHQUAKE-TURKEY_007882_post.png,tiles\labels\EARTHQUAKE-TURKEY_007882_masks.png,1,0.7805304435815974,0.2437838315963745,0.0678025558590889,0.956294733001075,90229
tiles\images\EARTHQUAKE-TURKEY_012653_pre.png,tiles\images\EARTHQUAKE-TURKEY_012653_post.png,tiles\labels\EARTHQUAKE-TURKEY_012653_masks.png,1,0.7875959633516746,0.2515097260475158,0.073619894683361,0.8858306066331648,39625
tiles\images\EARTHQUAKE-TURKEY_012344_pre.png,tiles\images\EARTHQUAKE-TURKEY_012344_post.png,tiles\labels\EARTHQUAKE-TURKEY_012344_masks.png,0,0.7080895858725396,0.2247673273086547,0.0621416233479976,0.8267124811661671,12934
tiles\images\EARTHQUAKE-TURKEY_015641_pre.png,tiles\images\EARTHQUAKE-TURKEY_015641_post.png,tiles\labels\EARTHQUAKE-TURKEY_015641_masks.png,1,0.7638833089396705,0.2428639233112335,0.0684118196368217,0.8776886643098539,44131
tiles\images\EARTHQUAKE-TURKEY_013272_pre.png,tiles\images\EARTHQUAKE-TURKEY_013272_post.png,tiles\labels\EARTHQUAKE-TURKEY_013272_masks.png,1,0.7754784827002358,0.2409576475620269,0.0724499598145484,0.9244412392717952,12248
tiles\images\EARTHQUAKE-TURKEY_005435_pre.png,tiles\images\EARTHQUAKE-TURKEY_005435_post.png,tiles\labels\EARTHQUAKE-TURKEY_005435_masks.png,0,0.6638631046605519,0.2044671922922134,0.0563861988484859,0.8517471090169806,4878
tiles\images\EARTHQUAKE-TURKEY_007322_pre.png,tiles\images\EARTHQUAKE-TURKEY_007322_post.png,tiles\labels\EARTHQUAKE-TURKEY_007322_masks.png,2,0.7915330377555199,0.2553780972957611,0.0693994313478469,0.937169453668747,142092
tiles\images\EARTHQUAKE-TURKEY_003248_pre.png,tiles\images\EARTHQUAKE-TURKEY_003248_post.png,tiles\labels\EARTHQUAKE-TURKEY_003248_masks.png,0,0.193450021178375,0.0,0.0,0.9672501058918752,0
tiles\images\EARTHQUAKE-TURKEY_009951_pre.png,tiles\images\EARTHQUAKE-TURKEY_009951_post.png,tiles\labels\EARTHQUAKE-TURKEY_009951_masks.png,1,0.7721207752895863,0.2396130710840225,0.0712275132536888,0.9302668162050404,116931
tiles\images\EARTHQUAKE-TURKEY_007017_pre.png,tiles\images\EARTHQUAKE-TURKEY_007017_post.png,tiles\labels\EARTHQUAKE-TURKEY_007017_masks.png,0,0.7117294345331734,0.206612229347229,0.0790943950414657,0.8993169163825838,106401
tiles\images\EARTHQUAKE-TURKEY_009777_pre.png,tiles\images\EARTHQUAKE-TURKEY_009777_post.png,tiles\labels\EARTHQUAKE-TURKEY_009777_masks.png,1,0.7502780886254752,0.2291800677776336,0.0759279653429985,0.8901300252785502,41110
tiles\images\EARTHQUAKE-TURKEY_000355_pre.png,tiles\images\EARTHQUAKE-TURKEY_000355_post.png,tiles\labels\EARTHQUAKE-TURKEY_000355_masks.png,2,0.793337518525503,0.2582148909568786,0.0766636729240417,0.891710045697202,30976
tiles\images\EARTHQUAKE-TURKEY_000677_pre.png,tiles\images\EARTHQUAKE-TURKEY_000677_post.png,tiles\labels\EARTHQUAKE-TURKEY_000677_masks.png,0,0.6411327460802638,0.183462306857109,0.0716104432940483,0.8339623371248662,18128
tiles\images\EARTHQUAKE-TURKEY_010337_pre.png,tiles\images\EARTHQUAKE-TURKEY_010337_post.png,tiles\labels\EARTHQUAKE-TURKEY_010337_masks.png,1,0.7889295748822684,0.2622446715831756,0.0762114748358726,0.8730618131422974,28804
tiles\images\EARTHQUAKE-TURKEY_009064_pre.png,tiles\images\EARTHQUAKE-TURKEY_009064_post.png,tiles\labels\EARTHQUAKE-TURKEY_009064_masks.png,0,0.4897936115070692,0.1280807703733444,0.044267188757658,0.8361564381194666,1577
tiles\images\EARTHQUAKE-TURKEY_005576_pre.png,tiles\images\EARTHQUAKE-TURKEY_005576_post.png,tiles\labels\EARTHQUAKE-TURKEY_005576_masks.png,1,0.7716414710883905,0.2746915817260742,0.0728037357330322,0.812179337444211,10543
tiles\images\EARTHQUAKE-TURKEY_017375_pre.png,tiles\images\EARTHQUAKE-TURKEY_017375_post.png,tiles\labels\EARTHQUAKE-TURKEY_017375_masks.png,1,0.7791044926744471,0.2779312431812286,0.0715861245989799,0.8586265288798861,33316
tiles\images\EARTHQUAKE-TURKEY_003104_pre.png,tiles\images\EARTHQUAKE-TURKEY_003104_post.png,tiles\labels\EARTHQUAKE-TURKEY_003104_masks.png,1,0.7796638908919455,0.2374564260244369,0.0904059186577797,0.8457108042820103,7661
tiles\images\EARTHQUAKE-TURKEY_011060_pre.png,tiles\images\EARTHQUAKE-TURKEY_011060_post.png,tiles\labels\EARTHQUAKE-TURKEY_011060_masks.png,0,0.527673789115258,0.1525868326425552,0.0601254627108573,0.6615596488193068,4364
tiles\images\EARTHQUAKE-TURKEY_016065_pre.png,tiles\images\EARTHQUAKE-TURKEY_016065_post.png,tiles\labels\EARTHQUAKE-TURKEY_016065_masks.png,2,0.7976265024157924,0.2689851224422455,0.0790982320904731,0.8948957714004128,46709
tiles\images\EARTHQUAKE-TURKEY_014251_pre.png,tiles\images\EARTHQUAKE-TURKEY_014251_post.png,tiles\labels\EARTHQUAKE-TURKEY_014251_masks.png,0,0.1516875210084095,0.0,0.0,0.7584376050420478,0
tiles\images\EARTHQUAKE-TURKEY_005836_pre.png,tiles\images\EARTHQUAKE-TURKEY_005836_post.png,tiles\labels\EARTHQUAKE-TURKEY_005836_masks.png,2,0.8007908647794169,0.2550516128540039,0.0809080824255943,0.8971437057051267,37249
tiles\images\EARTHQUAKE-TURKEY_003531_pre.png,tiles\images\EARTHQUAKE-TURKEY_003531_post.png,tiles\labels\EARTHQUAKE-TURKEY_003531_masks.png,0,0.6782892685285891,0.2134699821472168,0.0494453683495521,0.8859062585491361,22780
tiles\images\EARTHQUAKE-TURKEY_003592_pre.png,tiles\images\EARTHQUAKE-TURKEY_003592_post.png,tiles\labels\EARTHQUAKE-TURKEY_003592_masks.png,2,0.7959082196423679,0.2532258331775665,0.0764902681112289,0.9058640873776224,43183
tiles\images\EARTHQUAKE-TURKEY_016102_pre.png,tiles\images\EARTHQUAKE-TURKEY_016102_post.png,tiles\labels\EARTHQUAKE-TURKEY_016102_masks.png,0,0.6805223759325407,0.2373773753643036,0.0455059297382831,0.6875436529825443,12077
tiles\images\EARTHQUAKE-TURKEY_013212_pre.png,tiles\images\EARTHQUAKE-TURKEY_013212_post.png,tiles\labels\EARTHQUAKE-TURKEY_013212_masks.png,1,0.7795383678415011,0.246953010559082,0.0664393976330757,0.929866251368617,86166
tiles\images\EARTHQUAKE-TURKEY_003538_pre.png,tiles\images\EARTHQUAKE-TURKEY_003538_post.png,tiles\labels\EARTHQUAKE-TURKEY_003538_masks.png,0,0.125626137425796,0.0,0.0,0.6281306871289802,0
tiles\images\EARTHQUAKE-TURKEY_004132_pre.png,tiles\images\EARTHQUAKE-TURKEY_004132_post.png,tiles\labels\EARTHQUAKE-TURKEY_004132_masks.png,0,0.5544874471027256,0.1580567061901092,0.0618240796029567,0.7281895765903597,29214
tiles\images\EARTHQUAKE-TURKEY_013860_pre.png,tiles\images\EARTHQUAKE-TURKEY_013860_post.png,tiles\labels\EARTHQUAKE-TURKEY_013860_masks.png,0,0.1702852475142271,0.0,0.0,0.8514262375711358,0
tiles\images\EARTHQUAKE-TURKEY_003344_pre.png,tiles\images\EARTHQUAKE-TURKEY_003344_post.png,tiles\labels\EARTHQUAKE-TURKEY_003344_masks.png,0,0.5014456492974967,0.1370431929826736,0.0579698868095874,0.7020221655888408,48683
tiles\images\EARTHQUAKE-TURKEY_016243_pre.png,tiles\images\EARTHQUAKE-TURKEY_016243_post.png,tiles\labels\EARTHQUAKE-TURKEY_016243_masks.png,0,0.1560403738427714,0.0,0.0,0.7802018692138574,0
tiles\images\EARTHQUAKE-TURKEY_000318_pre.png,tiles\images\EARTHQUAKE-TURKEY_000318_post.png,tiles\labels\EARTHQUAKE-TURKEY_000318_masks.png,1,0.7485635157934797,0.2310826927423477,0.0778794065117836,0.8478951027055444,10647
tiles\images\EARTHQUAKE-TURKEY_005729_pre.png,tiles\images\EARTHQUAKE-TURKEY_005729_post.png,tiles\labels\EARTHQUAKE-TURKEY_005729_masks.png,1,0.7710183795377585,0.2582303583621979,0.0668374598026275,0.8538109491690857,21308
tiles\images\EARTHQUAKE-TURKEY_014797_pre.png,tiles\images\EARTHQUAKE-TURKEY_014797_post.png,tiles\labels\EARTHQUAKE-TURKEY_014797_masks.png,0,0.1987252292716022,0.0,0.0,0.9936261463580108,0
tiles\images\EARTHQUAKE-TURKEY_011494_pre.png,tiles\images\EARTHQUAKE-TURKEY_011494_post.png,tiles\labels\EARTHQUAKE-TURKEY_011494_masks.png,1,0.7664144662649786,0.2354050725698471,0.0752615705132484,0.9135598267770584,59086
tiles\images\EARTHQUAKE-TURKEY_008533_pre.png,tiles\images\EARTHQUAKE-TURKEY_008533_post.png,tiles\labels\EARTHQUAKE-TURKEY_008533_masks.png,1,0.7557639375153203,0.231539785861969,0.0763197615742683,0.8910236171498992,7665
tiles\images\EARTHQUAKE-TURKEY_013018_pre.png,tiles\images\EARTHQUAKE-TURKEY_013018_post.png,tiles\labels\EARTHQUAKE-TURKEY_013018_masks.png,0,0.5117772183049735,0.1521203070878982,0.051972959190607,0.6478858267163317,977
tiles\images\EARTHQUAKE-TURKEY_016192_pre.png,tiles\images\EARTHQUAKE-TURKEY_016192_post.png,tiles\labels\EARTHQUAKE-TURKEY_016192_masks.png,1,0.7584296119974501,0.2476993799209594,0.0637563988566398,0.8369812693528564,53001
tiles\images\EARTHQUAKE-TURKEY_017006_pre.png,tiles\images\EARTHQUAKE-TURKEY_017006_post.png,tiles\labels\EARTHQUAKE-TURKEY_017006_masks.png,0,0.1496319136899826,0.0,0.0,0.7481595684499129,0
tiles\images\EARTHQUAKE-TURKEY_015723_pre.png,tiles\images\EARTHQUAKE-TURKEY_015723_post.png,tiles\labels\EARTHQUAKE-TURKEY_015723_masks.png,0,0.6318630031659975,0.1833661943674087,0.0687397718429565,0.8101047833337258,18638
tiles\images\EARTHQUAKE-TURKEY_014140_pre.png,tiles\images\EARTHQUAKE-TURKEY_014140_post.png,tiles\labels\EARTHQUAKE-TURKEY_014140_masks.png,0,0.1218498109530585,0.0,0.0,0.6092490547652927,0
tiles\images\EARTHQUAKE-TURKEY_008598_pre.png,tiles\images\EARTHQUAKE-TURKEY_008598_post.png,tiles\labels\EARTHQUAKE-TURKEY_008598_masks.png,2,0.7938463085936442,0.2502744197845459,0.0701186880469322,0.9433413826162292,63392
tiles\images\EARTHQUAKE-TURKEY_006860_pre.png,tiles\images\EARTHQUAKE-TURKEY_006860_post.png,tiles\labels\EARTHQUAKE-TURKEY_006860_masks.png,0,0.645362733112867,0.1883521378040313,0.0671536698937416,0.839639763320959,9881
tiles\images\EARTHQUAKE-TURKEY_010904_pre.png,tiles\images\EARTHQUAKE-TURKEY_010904_post.png,tiles\labels\EARTHQUAKE-TURKEY_010904_masks.png,0,0.139563327132264,0.0,0.0,0.6978166356613199,0
tiles\images\EARTHQUAKE-TURKEY_002615_pre.png,tiles\images\EARTHQUAKE-TURKEY_002615_post.png,tiles\labels\EARTHQUAKE-TURKEY_002615_masks.png,0,0.6221597564973578,0.1784411519765854,0.064604751765728,0.8418516244779749,25216
tiles\images\EARTHQUAKE-TURKEY_008914_pre.png,tiles\images\EARTHQUAKE-TURKEY_008914_post.png,tiles\labels\EARTHQUAKE-TURKEY_008914_masks.png,0,0.1995655328704463,0.0,0.0,0.9978276643522316,0
tiles\images\EARTHQUAKE-TURKEY_012470_pre.png,tiles\images\EARTHQUAKE-TURKEY_012470_post.png,tiles\labels\EARTHQUAKE-TURKEY_012470_masks.png,0,0.6366088308907853,0.1859355568885803,0.0694522187113761,0.8027969452328021,7546
tiles\images\EARTHQUAKE-TURKEY_000548_pre.png,tiles\images\EARTHQUAKE-TURKEY_000548_post.png,tiles\labels\EARTHQUAKE-TURKEY_000548_masks.png,2,0.7947053371557083,0.2594249546527862,0.0788112431764602,0.8824423619550897,55372
tiles\images\EARTHQUAKE-TURKEY_005959_pre.png,tiles\images\EARTHQUAKE-TURKEY_005959_post.png,tiles\labels\EARTHQUAKE-TURKEY_005959_masks.png,1,0.7634903614813902,0.3038451075553894,0.0750532150268554,0.7545526947055345,9235
tiles\images\EARTHQUAKE-TURKEY_005150_pre.png,tiles\images\EARTHQUAKE-TURKEY_005150_post.png,tiles\labels\EARTHQUAKE-TURKEY_005150_masks.png,1,0.7748418306966394,0.2548368573188782,0.0657756030559539,0.880892130563542,26492
tiles\images\EARTHQUAKE-TURKEY_007059_pre.png,tiles\images\EARTHQUAKE-TURKEY_007059_post.png,tiles\labels\EARTHQUAKE-TURKEY_007059_masks.png,0,0.7207053154262877,0.224660038948059,0.0572395585477352,0.9276294985428332,76862
tiles\images\EARTHQUAKE-TURKEY_014114_pre.png,tiles\images\EARTHQUAKE-TURKEY_014114_post.png,tiles\labels\EARTHQUAKE-TURKEY_014114_masks.png,1,0.7883416755084963,0.2564619183540344,0.0734218060970306,0.8910448318147517,73815
tiles\images\EARTHQUAKE-TURKEY_002632_pre.png,tiles\images\EARTHQUAKE-TURKEY_002632_post.png,tiles\labels\EARTHQUAKE-TURKEY_002632_masks.png,1,0.783365106787799,0.2465708255767822,0.0673700049519538,0.9458422410315188,4922
tiles\images\EARTHQUAKE-TURKEY_006490_pre.png,tiles\images\EARTHQUAKE-TURKEY_006490_post.png,tiles\labels\EARTHQUAKE-TURKEY_006490_masks.png,0,0.097499383829062,0.0,0.0,0.4874969191453104,0
tiles\images\EARTHQUAKE-TURKEY_012152_pre.png,tiles\images\EARTHQUAKE-TURKEY_012152_post.png,tiles\labels\EARTHQUAKE-TURKEY_012152_masks.png,0,0.1569934140931043,0.0,0.0,0.7849670704655214,0
tiles\images\EARTHQUAKE-TURKEY_014306_pre.png,tiles\images\EARTHQUAKE-TURKEY_014306_post.png,tiles\labels\EARTHQUAKE-TURKEY_014306_masks.png,0,0.1065853113392472,0.0,0.0,0.5329265566962361,0
tiles\images\EARTHQUAKE-TURKEY_012281_pre.png,tiles\images\EARTHQUAKE-TURKEY_012281_post.png,tiles\labels\EARTHQUAKE-TURKEY_012281_masks.png,0,0.7309838390899687,0.2334475070238113,0.0670210346579551,0.8177863652770659,42951
tiles\images\EARTHQUAKE-TURKEY_014276_pre.png,tiles\images\EARTHQUAKE-TURKEY_014276_post.png,tiles\labels\EARTHQUAKE-TURKEY_014276_masks.png,1,0.749329993641294,0.2375261932611465,0.0774581357836723,0.790452017217462,43647
tiles\images\EARTHQUAKE-TURKEY_009342_pre.png,tiles\images\EARTHQUAKE-TURKEY_009342_post.png,tiles\labels\EARTHQUAKE-TURKEY_009342_masks.png,0,0.1531174507854056,0.0,0.0,0.765587253927028,0
tiles\images\EARTHQUAKE-TURKEY_004494_pre.png,tiles\images\EARTHQUAKE-TURKEY_004494_post.png,tiles\labels\EARTHQUAKE-TURKEY_004494_masks.png,0,0.1414445933368776,0.0,0.0,0.707222966684388,0
tiles\images\EARTHQUAKE-TURKEY_006381_pre.png,tiles\images\EARTHQUAKE-TURKEY_006381_post.png,tiles\labels\EARTHQUAKE-TURKEY_006381_masks.png,2,0.793952782953277,0.2700819075107574,0.0717923268675804,0.9313214632595316,8862
tiles\images\EARTHQUAKE-TURKEY_000443_pre.png,tiles\images\EARTHQUAKE-TURKEY_000443_post.png,tiles\labels\EARTHQUAKE-TURKEY_000443_masks.png,1,0.7472507394385994,0.2295616269111633,0.0659840479493141,0.9457570684615076,2839
tiles\images\EARTHQUAKE-TURKEY_015189_pre.png,tiles\images\EARTHQUAKE-TURKEY_015189_post.png,tiles\labels\EARTHQUAKE-TURKEY_015189_masks.png,2,0.7910335160305939,0.2521004974842071,0.0779012739658355,0.8709080254092026,24334
tiles\images\EARTHQUAKE-TURKEY_000042_pre.png,tiles\images\EARTHQUAKE-TURKEY_000042_post.png,tiles\labels\EARTHQUAKE-TURKEY_000042_masks.png,1,0.7836447901475514,0.2506915032863617,0.0620832592248916,0.9525995065510692,131023
tiles\images\EARTHQUAKE-TURKEY_013777_pre.png,tiles\images\EARTHQUAKE-TURKEY_013777_post.png,tiles\labels\EARTHQUAKE-TURKEY_013777_masks.png,1,0.7609565238501538,0.2520493566989898,0.0721425339579582,0.7637136145660821,5936
tiles\images\EARTHQUAKE-TURKEY_013598_pre.png,tiles\images\EARTHQUAKE-TURKEY_013598_post.png,tiles\labels\EARTHQUAKE-TURKEY_013598_masks.png,0,0.4358501108475558,0.0975918620824813,0.0393360778689384,0.9083113493959272,579
tiles\images\EARTHQUAKE-TURKEY_008663_pre.png,tiles\images\EARTHQUAKE-TURKEY_008663_post.png,tiles\labels\EARTHQUAKE-TURKEY_008663_masks.png,0,0.5612753996384586,0.1605687886476516,0.049900609999895,0.826434536716563,28077
tiles\images\EARTHQUAKE-TURKEY_001236_pre.png,tiles\images\EARTHQUAKE-TURKEY_001236_post.png,tiles\labels\EARTHQUAKE-TURKEY_001236_masks.png,0,0.1359531976714935,0.0,0.0,0.6797659883574679,0
tiles\images\EARTHQUAKE-TURKEY_015263_pre.png,tiles\images\EARTHQUAKE-TURKEY_015263_post.png,tiles\labels\EARTHQUAKE-TURKEY_015263_masks.png,1,0.7790030579409317,0.268905907869339,0.0662121847271919,0.898423904250719,42536
tiles\images\EARTHQUAKE-TURKEY_008068_pre.png,tiles\images\EARTHQUAKE-TURKEY_008068_post.png,tiles\labels\EARTHQUAKE-TURKEY_008068_masks.png,0,0.6278776226530334,0.1890184730291366,0.0537363700568676,0.8461806075472932,14731
tiles\images\EARTHQUAKE-TURKEY_000585_pre.png,tiles\images\EARTHQUAKE-TURKEY_000585_post.png,tiles\labels\EARTHQUAKE-TURKEY_000585_masks.png,0,0.6424692725171969,0.196046695113182,0.0689672082662582,0.734625349457227,760
tiles\images\EARTHQUAKE-TURKEY_008578_pre.png,tiles\images\EARTHQUAKE-TURKEY_008578_post.png,tiles\labels\EARTHQUAKE-TURKEY_008578_masks.png,0,0.4345371299423467,0.1156308948993682,0.0391029901802539,0.7231042743661457,11185
tiles\images\EARTHQUAKE-TURKEY_011054_pre.png,tiles\images\EARTHQUAKE-TURKEY_011054_post.png,tiles\labels\EARTHQUAKE-TURKEY_011054_masks.png,0,0.458702189619925,0.1233440414071083,0.0371672436594963,0.7813162065823196,10268
tiles\images\EARTHQUAKE-TURKEY_010089_pre.png,tiles\images\EARTHQUAKE-TURKEY_010089_post.png,tiles\labels\EARTHQUAKE-TURKEY_010089_masks.png,0,0.7040567072530449,0.2027329951524734,0.0777457654476165,0.909860343883366,37831
tiles\images\EARTHQUAKE-TURKEY_002710_pre.png,tiles\images\EARTHQUAKE-TURKEY_002710_post.png,tiles\labels\EARTHQUAKE-TURKEY_002710_masks.png,1,0.7439300098842534,0.2981531023979187,0.0665598511695861,0.7204511656493703,15192
tiles\images\EARTHQUAKE-TURKEY_006062_pre.png,tiles\images\EARTHQUAKE-TURKEY_006062_post.png,tiles\labels\EARTHQUAKE-TURKEY_006062_masks.png,0,0.4455754961266748,0.1071800291538238,0.0499294176697731,0.7816065565718374,2914
tiles\images\EARTHQUAKE-TURKEY_013807_pre.png,tiles\images\EARTHQUAKE-TURKEY_013807_post.png,tiles\labels\EARTHQUAKE-TURKEY_013807_masks.png,0,0.883671588609735,0.2505811154842376,0.163106232881546,0.6950611964370801,23
